City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
651,Nova Olimpia,BR,72.52,scattered clouds,-14.7972,-57.2881,Motel glamour
654,Vanimo,PG,81.55,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
655,Danjiangkou,CN,78.57,clear sky,32.5428,111.5086,Dongsheng Guesthouse
657,Gillette,US,78.87,light rain,44.2911,-105.5022,National 9 Inn - Gillette WY
658,Muroto,JP,78.85,clear sky,33.2833,134.15,Oota Ryokan
659,Natal,BR,73.62,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
660,Hamirpur,IN,82.13,overcast clouds,25.95,80.15,Bundalkhand kurara transport company
661,Quibdo,CO,77.18,broken clouds,5.6947,-76.6611,Domus Goval Hotel Quibdó
663,Alhaurin El Grande,ES,67.86,clear sky,36.643,-4.6873,Hotel Alhaurín Golf Resort
667,Vardo,NO,73.38,scattered clouds,70.3705,31.1107,Vardø Hotel AS
671,Shingu,JP,82.94,clear sky,33.7333,135.9833,Shingu UI Hotel
672,Pilar,BR,73.33,scattered clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
674,Paita,PE,65.17,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
676,Bafia,CM,68.02,light rain,4.75,11.2333,Hotel born beyem
677,Grand Gaube,MU,66.6,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
678,Assos,GR,76.26,clear sky,37.9333,22.8333,Enalio Suites
680,Jiuquan,CN,74.16,overcast clouds,39.7432,98.5174,Jiuquan Hotel
681,Ponta Delgada,PT,68.5,few clouds,37.7333,-25.6667,Vila Nova Hotel
684,Miri,MY,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
685,Bacabal,BR,79.38,overcast clouds,-4.2917,-44.7917,Rancho Sol Nascente
688,Batasan,PH,80.11,moderate rain,12.7667,120.7833,Solwara Beach Resort
692,Mbour,SN,77.85,broken clouds,14.422,-16.9638,Tama Lodge
695,Sete,FR,71.94,clear sky,43.4018,3.6966,Hotel De Paris Sète
698,Fuyang,CN,82.4,clear sky,32.9,115.8167,Fuyang Wanda Realm Hotel
699,Tuy Hoa,VN,81.59,moderate rain,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
700,Jalu,LY,84.79,clear sky,29.0331,21.5482,صاحبة الفخامة
701,Planeta Rica,CO,78.76,scattered clouds,8.4147,-75.5883,HOTEL MEDIA LUNA
702,Augusto Correa,BR,75.09,clear sky,-1.0217,-46.635,Fazenda Bacuri
703,Lewisporte,CA,71.31,few clouds,49.2499,-55.0482,Ocean View Bed & Breakfast
706,Puerto Santander,CO,78.21,overcast clouds,8.3636,-72.4063,Hotel Toronto
707,Bose,IT,71.74,few clouds,45.4612,8.0137,Locanda Borgo Antico
