City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Oktyabrskoye,RU,2022-06-29 20:34:42,43.0645,44.7417,62.74,88,58,4.47
297,Dunedin,NZ,2022-06-29 20:29:58,-45.8742,170.5036,47.8,64,100,1.99
298,Gerash,IR,2022-06-29 20:34:43,27.6652,54.1371,89.74,28,28,3.67
299,Champerico,GT,2022-06-29 20:34:43,14.3,-91.9167,91.94,74,85,6.96
300,Imeni Poliny Osipenko,RU,2022-06-29 20:34:44,52.4201,136.4853,62.65,79,6,2.89
301,Port Lincoln,AU,2022-06-29 20:30:15,-34.7333,135.8667,56.62,64,99,17.13
302,Rio Gallegos,AR,2022-06-29 20:34:44,-51.6226,-69.2181,37.45,70,0,16.11
303,Paamiut,GL,2022-06-29 20:34:45,61.994,-49.6678,37.36,98,100,18.19
304,Pumiao,CN,2022-06-29 20:34:45,22.75,108.4833,79.2,95,100,4.63
305,Kattivakkam,IN,2022-06-29 20:34:46,13.2167,80.3167,84.29,89,99,13.51
306,Wadi Musa,JO,2022-06-29 20:34:46,30.3222,35.4793,66.85,59,0,5.77
307,Colares,PT,2022-06-29 20:34:46,38.7992,-9.4469,65.28,64,20,25.01
308,Karratha,AU,2022-06-29 20:34:47,-20.7377,116.8463,63.46,36,0,21.92
309,Ostrovnoy,RU,2022-06-29 20:34:48,68.0531,39.5131,51.94,77,34,10.09
310,Port Hedland,AU,2022-06-29 20:34:48,-20.3167,118.5667,53.65,54,0,11.5
311,Lecce,IT,2022-06-29 20:34:48,40.2167,18.1667,82.29,64,0,6.91
312,College,US,2022-06-29 20:34:49,64.8569,-147.8028,73.99,51,75,4.61
313,Bengkulu,ID,2022-06-29 20:34:49,-3.8004,102.2655,73.63,88,100,12.93
314,Ginda,IN,2022-06-29 20:34:50,30.6945,78.4932,68.34,91,100,0.58
315,Chumikan,RU,2022-06-29 20:34:50,54.7183,135.315,49.39,92,77,1.28
316,Ca Mau,VN,2022-06-29 20:34:48,9.1769,105.15,79.47,89,98,5.84
317,Nola,IT,2022-06-29 20:34:15,40.922,14.5329,80.15,75,0,2.08
318,Mareeba,AU,2022-06-29 20:34:51,-17.0,145.4333,68.43,90,96,3.47
319,Goroka,PG,2022-06-29 20:34:51,-6.0834,145.3873,56.66,88,53,0.81
320,Yeppoon,AU,2022-06-29 20:34:52,-23.1333,150.7333,60.58,89,94,9.28
321,Beloha,MG,2022-06-29 20:35:52,-25.1667,45.05,60.71,80,1,8.39
322,Zhezkazgan,KZ,2022-06-29 20:35:53,47.8043,67.7144,60.64,34,81,9.6
323,Zambezi,ZM,2022-06-29 20:35:53,-13.5432,23.1047,55.69,48,62,3.98
324,Skerries,IE,2022-06-29 20:35:54,53.5828,-6.1083,59.77,90,100,9.66
325,Praia Da Vitoria,PT,2022-06-29 20:35:54,38.7333,-27.0667,68.25,83,40,3.4
326,Kisangani,CD,2022-06-29 20:35:54,0.5167,25.2,70.29,94,76,0.98
327,Barra,BR,2022-06-29 20:35:55,-11.0894,-43.1417,76.28,42,7,4.12
328,Ribeira Grande,PT,2022-06-29 20:35:55,38.5167,-28.7,70.2,88,75,5.75
329,Durusu,TR,2022-06-29 20:35:56,41.3053,28.6767,73.58,88,1,7.34
330,Rocha,UY,2022-06-29 20:35:56,-34.4833,-54.3333,51.4,78,100,7.0
331,San Juan,AR,2022-06-29 20:35:28,-31.5375,-68.5364,67.5,14,17,3.27
332,Fortuna,US,2022-06-29 20:35:57,40.5982,-124.1573,65.86,86,100,1.99
333,Chulakivka,UA,2022-06-29 20:35:57,46.3576,32.3514,74.17,60,2,4.59
334,Hvide Sande,DK,2022-06-29 20:35:58,56.0045,8.1294,66.09,79,76,13.56
335,La Paz Centro,NI,2022-06-29 20:35:58,12.34,-86.6753,87.58,60,74,10.02
336,Souillac,MU,2022-06-29 20:35:59,-20.5167,57.5167,68.38,64,20,4.61
337,Calama,CL,2022-06-29 20:35:59,-22.4667,-68.9333,75.69,4,0,17.27
338,Hasaki,JP,2022-06-29 20:35:59,35.7333,140.8333,73.29,79,100,5.21
339,Vakhrushev,RU,2022-06-29 20:36:00,48.9833,142.9667,51.94,90,77,4.38
340,Gazojak,TM,2022-06-29 20:36:00,41.1875,61.4036,88.0,20,0,13.76
341,Severodvinsk,RU,2022-06-29 20:36:01,64.5635,39.8302,51.91,64,88,1.74
342,Tahe,CN,2022-06-29 20:36:01,52.3333,124.7333,65.26,74,0,1.25
343,Lorengau,PG,2022-06-29 20:36:02,-2.0226,147.2712,81.9,74,78,8.9
344,Bathsheba,BB,2022-06-29 20:36:03,13.2167,-59.5167,84.81,74,75,23.02
345,Lomza,PL,2022-06-29 20:33:27,53.1781,22.0593,65.48,96,7,5.99
346,Vardo,NO,2022-06-29 20:36:04,70.3705,31.1107,69.78,68,0,10.36
347,Kavaratti,IN,2022-06-29 20:36:05,10.5669,72.642,81.93,79,100,23.44
348,Ixtapa,MX,2022-06-29 20:31:36,20.7,-105.2,85.23,70,75,5.75
349,Romitan,UZ,2022-06-29 20:36:06,39.9343,64.3814,91.35,35,0,11.5
350,Cefalu,IT,2022-06-29 20:36:06,38.0386,14.0229,80.55,82,5,1.01
351,Poum,NC,2022-06-29 20:36:07,-20.2333,164.0167,72.97,78,100,11.95
352,Grindavik,IS,2022-06-29 20:35:56,63.8424,-22.4338,55.87,71,0,11.5
353,Gunzburg,DE,2022-06-29 20:36:07,48.45,10.2667,70.79,87,58,3.15
354,Saint-Francois,FR,2022-06-29 20:36:08,46.4154,3.9054,69.24,64,12,1.14
355,Tanete,ID,2022-06-29 20:36:08,-3.9443,119.7848,73.74,98,100,3.8
356,Haines Junction,CA,2022-06-29 20:36:09,60.7522,-137.5108,78.89,33,18,5.73
357,Malm,NO,2022-06-29 20:36:09,64.0721,11.2172,60.58,88,100,7.34
358,Humaita,BR,2022-06-29 20:36:10,-7.5061,-63.0208,87.51,44,41,2.75
359,Pacific Grove,US,2022-06-29 20:36:10,36.6177,-121.9166,79.39,78,20,11.5
360,Sioux Lookout,CA,2022-06-29 20:36:11,50.1001,-91.917,69.87,43,75,10.36
361,Taiyuan,CN,2022-06-29 20:36:12,37.8694,112.5603,66.06,82,0,4.47
362,Nortelandia,BR,2022-06-29 20:36:13,-14.4547,-56.8028,81.91,38,15,3.15
363,Lata,PT,2022-06-29 20:36:14,40.1629,-8.3327,61.07,80,100,7.09
364,Huarmey,PE,2022-06-29 20:36:14,-10.0681,-78.1522,67.57,69,0,10.65
365,Bambous Virieux,MU,2022-06-29 20:36:15,-20.3428,57.7575,68.25,64,20,4.61
366,Kofele,ET,2022-06-29 20:36:15,7.0667,38.7833,50.29,93,93,4.43
367,Port Blair,IN,2022-06-29 20:36:16,11.6667,92.75,78.84,94,75,2.3
368,Bowen,AU,2022-06-29 20:37:16,-20.0167,148.2333,68.38,85,100,10.98
369,Tiarei,PF,2022-06-29 20:37:17,-17.5333,-149.3333,80.62,76,19,20.24
370,Mobara,JP,2022-06-29 20:37:17,35.4167,140.3,77.0,81,100,3.85
371,Verkhnevilyuysk,RU,2022-06-29 20:37:18,63.4453,120.3167,54.19,90,100,3.58
372,Aguimes,ES,2022-06-29 20:37:18,27.9054,-15.4461,68.67,68,40,28.77
373,Phalodi,IN,2022-06-29 20:37:19,27.1333,72.3667,91.27,57,100,23.22
374,Longhua,CN,2022-06-29 20:37:20,23.6137,114.1919,76.75,97,89,2.55
375,Henties Bay,NA,2022-06-29 20:37:21,-22.116,14.2845,71.64,42,10,12.3
376,Serpa,PT,2022-06-29 20:37:21,37.9458,-7.5975,69.76,43,27,16.15
377,Rawlins,US,2022-06-29 20:37:22,41.7911,-107.2387,82.29,24,0,12.66
378,Iskateley,RU,2022-06-29 20:37:23,67.6803,53.1512,35.17,93,8,8.59
379,Lasa,IT,2022-06-29 20:37:23,46.6166,10.7002,65.35,90,42,0.78
380,Bonfim,BR,2022-06-29 20:37:24,3.0833,-59.95,77.34,87,100,3.47
381,Jiazi,CN,2022-06-29 20:37:25,22.8779,116.067,80.24,89,96,11.92
382,Gold Coast,AU,2022-06-29 20:37:25,-28.0,153.4333,57.99,90,100,4.61
383,Mayskiy,RU,2022-06-29 20:37:26,47.6931,40.1025,67.41,46,28,8.52
384,Santa Marinella,IT,2022-06-29 20:37:26,42.0345,11.8536,76.68,88,0,7.76
385,Shiyan,CN,2022-06-29 20:37:27,32.6475,110.7781,72.61,80,0,1.7
386,Flin Flon,CA,2022-06-29 20:37:27,54.7682,-101.865,66.04,48,100,5.75
387,Moissala,TD,2022-06-29 20:37:28,8.3404,17.7663,73.06,84,55,3.38
388,Wurzen,DE,2022-06-29 20:37:28,51.3667,12.7333,69.12,89,85,7.96
389,Broken Hill,AU,2022-06-29 20:37:29,-31.95,141.4333,43.7,57,3,7.25
390,Torquay,GB,2022-06-29 20:37:29,50.4638,-3.5143,57.85,88,100,3.0
391,Alipur,PK,2022-06-29 20:37:29,29.3846,70.9116,98.89,35,2,21.0
392,Udachnyy,RU,2022-06-29 20:37:30,66.4167,112.4,53.46,71,52,16.24
393,Samarai,PG,2022-06-29 20:37:30,-10.6167,150.6667,80.73,83,45,13.89
394,Port-Cartier,CA,2022-06-29 20:37:31,50.0334,-66.8654,68.22,84,84,6.02
395,Jaranwala,PK,2022-06-29 20:37:31,31.3333,73.4333,100.36,32,2,12.41
396,Lewistown,US,2022-06-29 20:37:32,40.5992,-77.5714,86.34,65,40,6.91
397,Taoudenni,ML,2022-06-29 20:37:32,22.6783,-3.9836,104.76,8,94,12.19
398,Waingapu,ID,2022-06-29 20:37:33,-9.6567,120.2641,76.55,83,42,14.54
399,Bukama,CD,2022-06-29 20:37:33,-9.2,25.85,68.14,47,61,2.04
400,Sibolga,ID,2022-06-29 20:37:34,1.7427,98.7792,75.0,86,100,2.51
401,Komsomolskiy,UZ,2022-06-29 20:37:34,40.4272,71.7189,83.12,36,0,4.61
402,Mudon,MM,2022-06-29 20:37:35,16.2578,97.7164,77.81,89,100,3.2
403,Pombas,CV,2022-06-29 20:37:35,17.1503,-25.0201,73.18,81,29,14.05
404,Imeni Stepana Razina,RU,2022-06-29 20:37:36,54.8932,44.2963,50.83,73,4,5.57
405,Nuevo Progreso,MX,2022-06-29 20:37:36,23.1667,-97.95,84.88,62,45,8.99
406,Yumen,CN,2022-06-29 20:37:37,40.2833,97.2,73.74,36,100,10.16
407,Sao Lourenco Do Sul,BR,2022-06-29 20:37:37,-31.3653,-51.9783,53.35,79,0,4.76
408,Igarka,RU,2022-06-29 20:37:38,67.4667,86.5833,52.88,85,100,1.9
409,Vestmannaeyjar,IS,2022-06-29 20:35:48,63.4427,-20.2734,52.18,92,96,17.63
410,Dongsheng,CN,2022-06-29 20:37:38,39.8161,109.9776,62.98,61,11,4.09
411,Asfi,MA,2022-06-29 20:37:39,32.2994,-9.2372,67.75,82,0,18.57
412,Wangaratta,AU,2022-06-29 20:37:39,-36.3667,146.3333,45.46,87,98,2.08
413,Silver City,US,2022-06-29 20:37:40,32.7701,-108.2803,84.92,38,40,5.01
414,Myitkyina,MM,2022-06-29 20:37:40,25.3833,97.4,74.07,100,100,0.38
415,Umm Lajj,SA,2022-06-29 20:37:40,25.0213,37.2685,84.74,56,99,6.53
416,Nome,US,2022-06-29 20:38:41,64.5011,-165.4064,57.11,81,75,6.91
417,Hobyo,SO,2022-06-29 20:38:41,5.3505,48.5268,77.13,80,15,30.56
418,Tilichiki,RU,2022-06-29 20:38:42,60.4667,166.1,48.18,89,100,5.08
419,Dudinka,RU,2022-06-29 20:38:42,69.4058,86.1778,54.63,47,100,18.43
420,Mehamn,NO,2022-06-29 20:38:43,71.0357,27.8492,71.51,77,0,0.0
421,Grand Forks,US,2022-06-29 20:37:03,47.9417,-97.4337,78.78,57,20,16.11
422,Sandpoint,US,2022-06-29 20:38:35,48.2766,-116.5533,71.92,47,100,9.22
423,Yaan,NG,2022-06-29 20:38:43,7.3833,8.5667,76.5,83,100,7.38
424,Dodoma,TZ,2022-06-29 20:38:44,-6.1722,35.7395,64.36,59,93,5.97
425,Nuuk,GL,2022-06-29 20:38:44,64.1835,-51.7216,41.61,75,100,18.41
426,Inhambane,MZ,2022-06-29 20:38:45,-23.865,35.3833,65.77,77,80,8.48
427,Killybegs,IE,2022-06-29 20:38:45,54.6333,-8.45,55.11,89,58,6.26
428,Mezen,RU,2022-06-29 20:38:46,65.8522,44.24,43.59,80,0,5.64
429,Nouadhibou,MR,2022-06-29 20:38:46,20.931,-17.0347,69.78,73,0,17.27
430,Watertown,US,2022-06-29 20:34:49,42.3709,-71.1828,86.58,41,40,5.01
431,Brekstad,NO,2022-06-29 20:38:47,63.687,9.6654,62.69,72,0,8.05
432,Kodiak,US,2022-06-29 20:38:47,57.79,-152.4072,62.11,67,0,5.75
433,Kavieng,PG,2022-06-29 20:38:48,-2.5744,150.7967,80.76,76,100,5.03
434,Ibotirama,BR,2022-06-29 20:38:08,-12.1853,-43.2206,76.75,37,0,2.93
435,Hami,CN,2022-06-29 20:38:48,42.8,93.45,79.81,22,0,10.02
436,Santa Cruz De La Palma,ES,2022-06-29 20:38:49,28.6835,-17.7642,71.74,60,40,21.85
437,Jyvaskyla,FI,2022-06-29 20:38:49,62.2415,25.7209,62.94,72,0,2.3
438,Biak,ID,2022-06-29 20:38:50,-0.9131,122.8766,75.34,87,77,2.37
439,Catuday,PH,2022-06-29 20:38:50,16.2923,119.8062,77.22,88,100,17.13
440,Punta Alta,AR,2022-06-29 20:38:51,-38.8759,-62.0736,54.34,57,100,11.23
441,Pitkyaranta,RU,2022-06-29 20:38:51,61.5734,31.4792,56.46,65,8,4.92
442,Santa Maria,BR,2022-06-29 20:38:52,-29.6842,-53.8069,58.3,63,0,2.3
443,General Roca,AR,2022-06-29 20:38:52,-39.0333,-67.5833,57.61,34,2,27.11
444,Phangnga,TH,2022-06-29 20:38:52,8.4509,98.5298,82.44,94,100,4.63
445,Sinnamary,GF,2022-06-29 20:38:53,5.3833,-52.95,73.98,94,100,4.14
446,Casablanca,MA,2022-06-29 20:38:53,33.5928,-7.6192,70.02,73,1,8.99
447,Am Timan,TD,2022-06-29 20:38:54,11.0297,20.2827,75.88,79,12,3.69
448,Isla Mujeres,MX,2022-06-29 20:38:54,21.2311,-86.731,87.85,70,33,10.33
449,Zaykovo,RU,2022-06-29 20:38:54,57.5613,62.7568,43.61,89,23,4.94
450,Fukue,JP,2022-06-29 20:38:55,32.6881,128.8419,77.05,94,0,12.55
451,Shelburne,CA,2022-06-29 20:36:14,44.0787,-80.2041,72.75,72,25,10.16
452,Suntar,RU,2022-06-29 20:38:55,62.1444,117.6319,57.56,89,80,3.53
453,Baykit,RU,2022-06-29 20:38:56,61.67,96.37,51.69,93,84,2.3
454,Turayf,SA,2022-06-29 20:38:56,31.6725,38.6637,82.65,26,0,13.8
455,Manbij,SY,2022-06-29 20:38:57,36.5281,37.9549,79.5,37,0,8.84
456,Surt,LY,2022-06-29 20:38:57,31.2089,16.5887,83.71,49,0,10.11
457,Gunjur,GM,2022-06-29 20:38:57,13.2019,-16.7339,80.67,83,75,8.05
458,Saint-Joseph,RE,2022-06-29 20:38:58,-21.3667,55.6167,64.78,75,55,12.06
459,Floro,NO,2022-06-29 20:34:10,61.5996,5.0328,66.27,52,0,10.36
460,Ponerihouen,NC,2022-06-29 20:38:58,-21.0833,165.4,67.14,74,72,5.46
461,Perth,AU,2022-06-29 20:38:59,-31.9333,115.8333,53.01,77,0,13.8
462,Burns Lake,CA,2022-06-29 20:35:07,54.2331,-125.7533,67.42,39,100,2.55
463,Kadom,RU,2022-06-29 20:39:59,54.5592,42.4675,52.2,75,1,1.61
464,Shache,CN,2022-06-29 20:40:00,38.4167,77.2406,84.7,22,0,5.5
465,Fereydun Kenar,IR,2022-06-29 20:40:00,36.6864,52.5225,77.22,78,0,0.0
466,Namibe,AO,2022-06-29 20:40:01,-15.1961,12.1522,67.82,82,34,6.44
467,Kaohsiung,TW,2022-06-29 20:40:02,22.6163,120.3133,82.04,88,40,5.75
468,Puerto Madryn,AR,2022-06-29 20:40:03,-42.7692,-65.0385,46.08,56,2,24.83
469,Pyinmana,MM,2022-06-29 20:40:03,19.7333,96.2167,75.87,94,99,3.51
470,Port Hardy,CA,2022-06-29 20:40:04,50.6996,-127.4199,57.38,94,100,8.05
471,Pointe Michel,DM,2022-06-29 20:40:05,15.25,-61.3833,86.94,62,75,8.05
472,Maracaibo,VE,2022-06-29 20:35:31,10.6317,-71.6406,83.14,67,100,13.44
473,Kaliua,TZ,2022-06-29 20:40:06,-5.0606,31.7936,68.07,49,41,7.72
474,Fare,PF,2022-06-29 20:40:07,-16.7,-151.0167,79.93,69,11,19.19
475,Oudtshoorn,ZA,2022-06-29 20:40:08,-33.5907,22.2014,53.96,39,32,4.23
476,Inirida,CO,2022-06-29 20:40:09,3.8653,-67.9239,80.6,89,42,1.7
477,Tuatapere,NZ,2022-06-29 20:40:09,-46.1333,167.6833,47.86,87,98,7.49
478,Yantal,RU,2022-06-29 20:40:10,56.8471,105.2542,61.47,62,100,2.37
479,Jesi,IT,2022-06-29 20:40:11,43.5288,13.2402,79.54,60,0,3.44
480,Nikel,RU,2022-06-29 20:40:12,69.4128,30.222,80.78,58,30,7.94
481,Beringovskiy,RU,2022-06-29 20:38:35,63.05,179.3167,47.64,81,18,14.79
482,Pak Phanang,TH,2022-06-29 20:40:14,8.3511,100.202,78.85,85,99,7.63
483,Tulum,MX,2022-06-29 20:40:15,20.2167,-87.4667,87.21,53,1,6.69
484,Lubango,AO,2022-06-29 20:40:16,-14.9172,13.4925,56.37,51,71,3.62
485,Honiara,SB,2022-06-29 20:40:16,-9.4333,159.95,79.88,81,4,7.87
486,High Level,CA,2022-06-29 20:40:17,58.5169,-117.136,66.31,68,75,4.61
487,Cruz,BR,2022-06-29 20:40:18,-2.9178,-40.1717,78.28,82,45,11.52
488,Deputatskiy,RU,2022-06-29 20:40:18,69.3,139.9,48.58,50,98,4.36
489,Olinda,BR,2022-06-29 20:40:19,-8.0089,-34.8553,73.13,94,75,13.8
490,Brindisi,IT,2022-06-29 20:40:19,40.5833,17.6667,80.96,81,0,5.32
491,La Troncal,EC,2022-06-29 20:40:20,-2.4,-79.3333,84.38,63,66,2.35
492,Nampula,MZ,2022-06-29 20:40:20,-15.1165,39.2666,66.15,94,100,5.75
493,San Luis,AR,2022-06-29 20:40:21,-33.295,-66.3356,60.98,35,82,6.29
494,Bar Harbor,US,2022-06-29 20:36:48,44.3876,-68.2039,76.93,58,0,13.8
495,Yatou,CN,2022-06-29 20:40:22,37.15,122.3833,71.47,98,98,7.02
496,Thaba-Tseka,LS,2022-06-29 20:40:22,-29.522,28.6084,37.0,32,0,2.33
497,Katsuura,JP,2022-06-29 20:37:25,35.1333,140.3,75.43,91,100,9.42
498,Kharan,PK,2022-06-29 20:40:23,28.5833,65.4167,91.65,31,100,9.89
499,Newport,GB,2022-06-29 20:40:24,51.5877,-2.9984,58.12,83,100,4.43
500,Maraa,BR,2022-06-29 20:40:25,-1.8333,-65.3667,80.35,80,76,2.66
501,Ust-Kut,RU,2022-06-29 20:40:25,56.7938,105.7672,60.28,71,100,1.12
502,Xining,CN,2022-06-29 20:40:26,36.6167,101.7667,54.14,67,82,3.53
503,Bilibino,RU,2022-06-29 20:37:08,68.0546,166.4372,43.9,93,100,5.06
504,Ahipara,NZ,2022-06-29 20:40:27,-35.1667,173.1667,58.03,81,43,18.9
505,Saldanha,ZA,2022-06-29 20:36:27,-33.0117,17.9442,53.65,55,1,9.28
506,Kloulklubed,PW,2022-06-29 20:41:27,7.0419,134.2556,75.7,72,67,11.5
507,Omis,HR,2022-06-29 20:41:28,43.4447,16.6886,78.73,69,0,4.36
508,Uren,RU,2022-06-29 20:41:28,57.4552,45.7852,51.64,72,99,5.48
509,Isangel,VU,2022-06-29 20:41:29,-19.55,169.2667,71.71,94,100,4.61
510,Neiafu,TO,2022-06-29 20:41:29,-18.65,-173.9833,79.48,89,20,6.91
511,Lianran,CN,2022-06-29 20:41:30,24.9227,102.485,63.14,92,62,2.71
512,Xuddur,SO,2022-06-29 20:41:30,4.1213,43.8894,71.6,64,33,19.42
513,Ippy,CF,2022-06-29 20:41:30,6.2679,21.2247,68.72,90,60,2.8
514,Pilar,BR,2022-06-29 20:38:59,-9.5972,-35.9567,75.13,86,52,4.83
515,Luba,GQ,2022-06-29 20:41:31,3.4568,8.5547,78.69,86,99,8.99
516,Mayumba,GA,2022-06-29 20:41:32,-3.432,10.6554,70.68,94,100,4.97
517,Avera,US,2022-06-29 20:41:32,33.194,-82.5271,83.55,51,97,8.01
518,Sur,OM,2022-06-29 20:41:33,22.5667,59.5289,86.18,69,96,17.31
519,Homer,US,2022-06-29 20:41:33,59.6425,-151.5483,69.04,68,40,12.66
520,Warrnambool,AU,2022-06-29 20:41:34,-38.3833,142.4833,46.81,88,100,7.34
521,Turukhansk,RU,2022-06-29 20:41:34,65.8167,87.9833,51.66,88,99,2.04
522,Adrar,MR,2022-06-29 20:41:35,20.5022,-10.0711,95.77,15,0,11.16
523,Limni,GR,2022-06-29 20:41:35,38.7667,23.3167,77.63,49,0,4.16
524,Vestmanna,FO,2022-06-29 20:41:35,62.1564,-7.1664,50.92,100,100,14.97
525,Leshukonskoye,RU,2022-06-29 20:41:36,64.8989,45.7622,45.1,80,5,5.93
526,Aklavik,CA,2022-06-29 20:41:37,68.2191,-135.0107,57.2,82,100,8.05
527,Svetlaya,RU,2022-06-29 20:41:37,46.5389,138.3297,56.3,91,100,3.4
528,Tooele,US,2022-06-29 20:39:39,40.5308,-112.2983,90.95,23,40,10.36
529,Visnes,NO,2022-06-29 20:41:38,59.3556,5.2242,64.81,63,0,5.75
530,Tomatlan,MX,2022-06-29 20:41:27,19.9333,-105.25,92.16,48,92,5.08
531,Hirado,JP,2022-06-29 20:41:39,33.3597,129.5531,79.39,92,3,12.88
532,Arlit,NE,2022-06-29 20:41:39,18.7369,7.3853,93.67,19,57,8.59
533,San Cristobal,VE,2022-06-29 20:41:40,7.7669,-72.225,77.18,90,99,2.35
534,Les Escoumins,CA,2022-06-29 20:41:40,48.1111,-69.0236,54.75,73,80,10.63
535,Esperance Trebuchet,MU,2022-06-29 20:41:41,-20.0697,57.6419,67.78,71,83,1.99
536,Ketchikan,US,2022-06-29 20:41:41,55.3422,-131.6461,61.27,77,75,5.75
537,Hamilton,US,2022-06-29 20:37:02,39.1834,-84.5333,87.76,33,0,4.61
538,Mildura,AU,2022-06-29 20:41:42,-34.2,142.15,38.07,84,8,5.46
539,Yerofey Pavlovich,RU,2022-06-29 20:41:42,53.9667,121.9667,66.07,72,7,2.55
540,Road Town,VG,2022-06-29 20:37:19,18.4167,-64.6167,87.89,70,40,14.97
541,Dingle,PH,2022-06-29 20:41:43,10.9995,122.6711,76.3,91,100,5.79
542,Poya,NC,2022-06-29 20:41:44,-21.35,165.15,66.61,74,78,6.64
543,Pochutla,MX,2022-06-29 20:41:44,15.7432,-96.4661,89.82,63,42,7.29
544,Ust-Kuyga,RU,2022-06-29 20:39:15,70.0167,135.6,56.12,49,100,8.3
545,Brasileia,BR,2022-06-29 20:41:45,-11.0161,-68.7481,88.25,51,20,6.91
546,Havre-Saint-Pierre,CA,2022-06-29 20:41:45,50.2334,-63.5986,75.56,31,0,10.36
547,Angoche,MZ,2022-06-29 20:41:46,-16.2325,39.9086,70.27,82,84,2.53
548,Nizwa,OM,2022-06-29 20:41:46,22.9333,57.5333,87.75,56,81,4.36
549,Paraiso,CR,2022-06-29 20:42:25,9.8383,-83.8656,75.11,91,96,4.36
550,Bhanpura,IN,2022-06-29 20:42:47,24.513,75.7469,85.28,68,100,8.34
551,Zarkos,GR,2022-06-29 20:42:48,39.6167,22.1333,75.4,61,0,9.22
552,Akyab,MM,2022-06-29 20:42:48,20.15,92.9,81.81,80,100,1.52
553,Lumby,CA,2022-06-29 20:42:48,50.2498,-118.969,65.05,76,100,1.14
554,Payo,ID,2022-06-29 20:42:49,-3.7508,103.6372,72.19,99,100,1.92
555,Manacapuru,BR,2022-06-29 20:42:49,-3.2997,-60.6206,86.22,60,31,2.64
556,Broome,US,2022-06-29 20:42:50,42.2506,-75.833,77.79,53,20,13.8
557,Sembakung,ID,2022-06-29 20:42:50,3.8167,117.25,73.2,97,96,2.01
558,Beyneu,KZ,2022-06-29 20:41:22,45.3167,55.2,74.26,19,3,12.1
559,Robertsport,LR,2022-06-29 20:42:51,6.7533,-11.3686,79.41,82,90,8.61
560,Istanbul,TR,2022-06-29 20:40:22,41.0351,28.9833,72.82,73,0,8.05
561,Coahuayana,MX,2022-06-29 20:42:51,18.7333,-103.6833,88.95,57,86,6.11
562,Reyes,BO,2022-06-29 20:42:52,-14.3167,-67.3833,82.36,54,8,4.61
563,Polunochnoye,RU,2022-06-29 20:42:52,60.8697,60.4153,41.74,89,58,8.25
564,Cadereyta,MX,2022-06-29 20:42:52,25.5833,-99.9833,90.59,36,44,5.55
565,Shitanjing,CN,2022-06-29 20:42:53,39.2342,106.3439,67.17,55,6,3.98
566,Daru,PG,2022-06-29 20:42:53,-9.0763,143.2092,78.37,92,83,9.95
567,Palu,ID,2022-06-29 20:42:54,-0.8917,119.8707,75.94,96,100,3.0
568,Empangeni,ZA,2022-06-29 20:42:54,-28.762,31.8933,56.37,64,61,3.96
569,Una,IN,2022-06-29 20:42:55,20.8167,71.0333,83.41,79,94,13.53
570,Tarbagatay,RU,2022-06-29 20:42:55,51.4803,107.3602,67.53,85,26,2.46
571,Weiser,US,2022-06-29 20:42:56,44.251,-116.9693,85.32,16,49,3.53
572,Pundaguitan,PH,2022-06-29 20:42:56,6.3711,126.1689,81.73,79,100,6.78
573,Qaqortoq,GL,2022-06-29 20:42:57,60.7167,-46.0333,41.27,92,100,5.21
574,Pando,UY,2022-06-29 20:37:59,-34.7167,-55.95,63.0,44,0,9.22
